trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
183,False,"{'a': 0.01, 'e': 0.07392212709545729}",20,6,20.863185243932364,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
184,False,"{'a': 0.01, 'e': 0.07372097807744857}",30,4,5.769087925857726,"{0: 24, 1: 0, 2: 1, 3: 1, 4: 0}",1
185,False,"{'a': 0.01, 'e': 0.07352146220938077}",25,8,30.134593774327552,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
186,False,"{'a': 0.01, 'e': 0.07332355751067665}",30,0,37.85417739630767,"{0: 30, 1: 0, 2: 0, 3: 0, 4: 0}",0
187,False,"{'a': 0.01, 'e': 0.07312724241271307}",25,11,22.45777029823233,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
188,False,"{'a': 0.01, 'e': 0.07293249574894728}",30,10,27.494383603838468,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
189,False,"{'a': 0.01, 'e': 0.07273929674533079}",20,4,22.512868124094474,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
190,False,"{'a': 0.01, 'e': 0.07254762501100116}",25,8,16.22678191582888,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
191,False,"{'a': 0.01, 'e': 0.07235746052924216}",25,15,9.244014953828724,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 0}",1
192,False,"{'a': 0.01, 'e': 0.07216878364870323}",20,7,20.213821148021566,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
193,False,"{'a': 0.01, 'e': 0.07198157507486945}",25,8,28.909058799663143,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
194,False,"{'a': 0.01, 'e': 0.07179581586177382}",25,11,16.99145204403361,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
195,False,"{'a': 0.01, 'e': 0.0716114874039433}",20,0,29.67799011920572,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
196,False,"{'a': 0.01, 'e': 0.07142857142857142}",20,0,30.14929683425985,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
197,False,"{'a': 0.01, 'e': 0.07124704998790965}",30,9,26.922475344915618,"{0: 20, 1: 1, 2: 0, 3: 0, 4: 0}",1
198,False,"{'a': 0.01, 'e': 0.07106690545187015}",25,0,20.842604879059447,"{0: 24, 1: 0, 2: 1, 3: 0, 4: 0}",0
199,False,"{'a': 0.01, 'e': 0.07088812050083358}",30,14,23.04338937545333,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
200,False,"{'a': 0.01, 'e': 0.07071067811865475}",20,12,11.566608993152915,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
201,False,"{'a': 0.01, 'e': 0.07053456158585983}",20,0,33.83008510507076,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
202,False,"{'a': 0.01, 'e': 0.07035975447302918}",25,0,35.755921088970105,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
203,False,"{'a': 0.01, 'e': 0.07018624063435965}",20,12,14.396150707554913,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
204,False,"{'a': 0.01, 'e': 0.07001400420140048}",20,0,23.226775017882773,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
205,False,"{'a': 0.01, 'e': 0.06984302957695782}",20,9,19.059361557601704,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
206,False,"{'a': 0.01, 'e': 0.06967330142916177}",25,15,13.323060027551676,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
207,False,"{'a': 0.01, 'e': 0.06950480468569159}",20,15,9.581101097672004,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
208,False,"{'a': 0.01, 'e': 0.06933752452815364}",20,8,-27.45504851763807,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 1}",1
209,False,"{'a': 0.01, 'e': 0.06917144638660747}",20,0,30.46380181116633,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
210,False,"{'a': 0.01, 'e': 0.06900655593423542}",35,11,36.37630875034194,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
211,False,"{'a': 0.01, 'e': 0.06884283908215143}",20,12,2.628767565767803,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
212,False,"{'a': 0.01, 'e': 0.06868028197434452}",25,17,11.112807196774995,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
213,False,"{'a': 0.01, 'e': 0.06851887098275317}",35,16,31.83740028184254,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
214,False,"{'a': 0.01, 'e': 0.06835859270246633}",30,14,27.723014348716628,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
215,False,"{'a': 0.01, 'e': 0.06819943394704735}",20,3,23.753569364468,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
216,False,"{'a': 0.01, 'e': 0.06804138174397717}",20,13,11.878474278501761,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
217,False,"{'a': 0.01, 'e': 0.06788442333021306}",25,0,28.036916430175193,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
218,False,"{'a': 0.01, 'e': 0.06772854614785964}",20,0,23.13469237707664,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
219,False,"{'a': 0.01, 'e': 0.06757373783994859}",30,12,30.762517260258527,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
220,False,"{'a': 0.01, 'e': 0.06741998624632421}",30,8,12.734571896743843,"{0: 21, 1: 0, 2: 0, 3: 1, 4: 0}",1
221,False,"{'a': 0.01, 'e': 0.06726727939963124}",20,0,25.2340352053021,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
222,False,"{'a': 0.01, 'e': 0.06711560552140243}",20,12,9.825874970837656,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
223,False,"{'a': 0.01, 'e': 0.06696495301824251}",20,9,22.37327142725883,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
224,False,"{'a': 0.01, 'e': 0.0668153104781061}",20,12,12.774667280154297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
225,False,"{'a': 0.01, 'e': 0.06666666666666667}",25,0,35.08659462543505,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
226,False,"{'a': 0.01, 'e': 0.06651901052377393}",25,4,30.18063230240505,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
227,False,"{'a': 0.01, 'e': 0.0663723311599972}",20,8,19.345854647791274,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
228,False,"{'a': 0.01, 'e': 0.06622661785325219}",20,7,23.41875103016831,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
229,False,"{'a': 0.01, 'e': 0.06608186004550898}",20,12,13.741098073916561,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
230,False,"{'a': 0.01, 'e': 0.0659380473395787}",30,4,38.79491012514349,"{0: 26, 1: 0, 2: 0, 3: 0, 4: 0}",1
231,False,"{'a': 0.01, 'e': 0.0657951694959769}",35,8,39.68010232549827,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
232,False,"{'a': 0.01, 'e': 0.06565321642986127}",20,0,28.23026213927041,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
233,False,"{'a': 0.01, 'e': 0.06551217820804184}",20,0,33.01819285253603,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
234,False,"{'a': 0.01, 'e': 0.06537204504606134}",30,14,16.804673096940235,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
235,False,"{'a': 0.01, 'e': 0.06523280730534423}",25,11,30.76747221390496,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
236,False,"{'a': 0.01, 'e': 0.06509445549041194}",20,16,7.5871547923846405,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
237,False,"{'a': 0.01, 'e': 0.06495698024616309}",20,12,16.407950954652534,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
238,False,"{'a': 0.01, 'e': 0.06482037235521644}",20,8,24.036406074775854,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
239,False,"{'a': 0.01, 'e': 0.06468462273531508}",20,9,18.546055980151277,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
240,False,"{'a': 0.01, 'e': 0.06454972243679027}",20,9,9.820636978302115,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
241,False,"{'a': 0.01, 'e': 0.06441566264008308}",25,0,34.98628431830752,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
242,False,"{'a': 0.01, 'e': 0.0642824346533225}",20,3,26.4842484578323,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
243,False,"{'a': 0.01, 'e': 0.06415002990995841}",20,0,-10.631398086789641,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
244,False,"{'a': 0.01, 'e': 0.06401843996644799}",30,16,-2.435361211537321,"{0: 13, 1: 0, 2: 0, 3: 1, 4: 0}",1
245,False,"{'a': 0.01, 'e': 0.06388765649999399}",25,0,-30.886892524114575,"{0: 21, 1: 2, 2: 1, 3: 0, 4: 1}",0
246,False,"{'a': 0.01, 'e': 0.06375767130633382}",25,9,17.169723283387196,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
247,False,"{'a': 0.01, 'e': 0.06362847629757777}",20,0,25.76915773833864,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
248,False,"{'a': 0.01, 'e': 0.06350006350009525}",25,11,24.289917351937156,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
249,False,"{'a': 0.01, 'e': 0.06337242505244779}",30,17,24.282896637747722,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
250,False,"{'a': 0.01, 'e': 0.06324555320336758}",20,7,19.847604456574107,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
251,False,"{'a': 0.01, 'e': 0.06311944030978031}",25,12,16.466718496435576,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
252,False,"{'a': 0.01, 'e': 0.0629940788348712}",20,4,17.66044647491899,"{0: 15, 1: 0, 2: 1, 3: 0, 4: 0}",1
253,False,"{'a': 0.01, 'e': 0.06286946134619315}",20,0,23.645693622417355,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
254,False,"{'a': 0.01, 'e': 0.06274558051381586}",30,0,16.21690569406791,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",0
255,False,"{'a': 0.01, 'e': 0.06262242910851495}",20,0,-16.108270215887313,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
256,False,"{'a': 0.01, 'e': 0.0625}",20,6,17.464916737754947,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
257,False,"{'a': 0.01, 'e': 0.06237828615518053}",20,3,17.703741338884015,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
258,False,"{'a': 0.01, 'e': 0.062257280636469035}",20,6,18.862859960709702,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
259,False,"{'a': 0.01, 'e': 0.062136976600120006}",20,2,28.001154079931617,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
260,False,"{'a': 0.01, 'e': 0.062017367294604234}",25,16,17.925212674934492,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
261,False,"{'a': 0.01, 'e': 0.061898446059017294}",20,15,8.204951362923723,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
262,False,"{'a': 0.01, 'e': 0.06178020632152154}",20,16,4.229315791657328,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
263,False,"{'a': 0.01, 'e': 0.061662641597820735}",25,6,9.66529015990314,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
264,False,"{'a': 0.01, 'e': 0.06154574548966636}",35,16,27.999390647542683,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
265,False,"{'a': 0.01, 'e': 0.06142951168339512}",30,4,25.351159777043723,"{0: 25, 1: 0, 2: 1, 3: 0, 4: 0}",1
266,False,"{'a': 0.01, 'e': 0.06131393394849658}",20,14,8.728041880582854,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
267,False,"{'a': 0.01, 'e': 0.06119900613621046}",20,3,28.89227414114649,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
268,False,"{'a': 0.01, 'e': 0.06108472217815261}",20,2,23.03475158273262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
269,False,"{'a': 0.01, 'e': 0.06097107608496923}",20,6,19.791642013046342,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
270,False,"{'a': 0.01, 'e': 0.06085806194501846}",30,16,22.70878985886153,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
271,False,"{'a': 0.01, 'e': 0.0607456739230787}",20,0,26.771884553672454,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
272,False,"{'a': 0.01, 'e': 0.06063390625908324}",20,16,5.3380350711150655,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
273,False,"{'a': 0.01, 'e': 0.060522753266880246}",25,12,21.154591602575366,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
274,False,"{'a': 0.01, 'e': 0.0604122093330177}",20,0,18.188700516917226,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
275,False,"{'a': 0.01, 'e': 0.060302268915552716}",25,0,34.22481281665952,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
276,False,"{'a': 0.01, 'e': 0.0601929265428846}",25,0,33.755222427519875,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",1
277,False,"{'a': 0.01, 'e': 0.06008417681261097}",20,2,-11.893942900416967,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 1}",1
278,False,"{'a': 0.01, 'e': 0.05997601439040672}",20,0,25.417138524611886,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
279,False,"{'a': 0.01, 'e': 0.05986843400892496}",25,4,-4.440077543607817,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 1}",1
280,False,"{'a': 0.01, 'e': 0.05976143046671968}",25,0,-17.241891356142688,"{0: 23, 1: 0, 2: 1, 3: 0, 4: 1}",0
281,False,"{'a': 0.01, 'e': 0.05965499862718936}",20,9,17.98863485475456,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.01, 'e': 0.05954913341754137}",25,19,-0.21220112060935548,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 0}",1
283,False,"{'a': 0.01, 'e': 0.0594438298277764}",30,16,18.085001729960588,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.01, 'e': 0.05933908290969266}",30,22,13.207152443983373,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.01, 'e': 0.05923488777590923}",20,0,9.90638439667247,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
286,False,"{'a': 0.01, 'e': 0.05913123959890826}",25,3,36.53193495187503,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.01, 'e': 0.059028133610095526}",30,19,16.747489288526385,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.01, 'e': 0.05892556509887897}",30,0,22.93305864334138,"{0: 29, 1: 0, 2: 1, 3: 0, 4: 0}",0
289,False,"{'a': 0.01, 'e': 0.058823529411764705}",25,8,25.899643555876516,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.01, 'e': 0.058722021951470346}",25,2,33.330831049155684,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.01, 'e': 0.05862103817605492}",25,2,31.814943349575028,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
292,False,"{'a': 0.01, 'e': 0.058520573598065284}",20,9,15.80654269434621,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
293,False,"{'a': 0.01, 'e': 0.0584206237836986}",25,19,9.3770695723447,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.01, 'e': 0.05832118435198043}",20,0,29.883356293845264,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
295,False,"{'a': 0.01, 'e': 0.0582222509739582}",20,8,19.876333615801702,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
296,False,"{'a': 0.01, 'e': 0.05812381937190964}",20,14,8.798295493795738,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
297,False,"{'a': 0.01, 'e': 0.058025885318565944}",30,0,35.19382741574251,"{0: 29, 1: 1, 2: 0, 3: 0, 4: 0}",0
298,False,"{'a': 0.01, 'e': 0.057928444636349226}",20,8,17.084206819980643,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
299,False,"{'a': 0.01, 'e': 0.05783149319662402}",20,0,22.155230092283503,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
300,False,"{'a': 0.01, 'e': 0.05773502691896257}",25,3,30.675881655762346,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
301,False,"{'a': 0.01, 'e': 0.0576390417704235}",20,0,27.189662344289896,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
302,False,"{'a': 0.01, 'e': 0.0575435337648436}",25,3,35.31247303570098,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 0}",1
303,False,"{'a': 0.01, 'e': 0.0574484989621426}",25,1,14.079716402411155,"{0: 22, 1: 1, 2: 1, 3: 0, 4: 0}",1
304,False,"{'a': 0.01, 'e': 0.057353933467640436}",20,0,15.723332111373075,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
305,False,"{'a': 0.01, 'e': 0.057259833431386825}",20,2,23.487117214288237,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
306,False,"{'a': 0.01, 'e': 0.05716619504750295}",20,8,23.14240500410275,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
307,False,"{'a': 0.01, 'e': 0.05707301455353496}",25,5,33.77499707043539,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
308,False,"{'a': 0.01, 'e': 0.05698028822981897}",20,10,18.220734232123004,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
309,False,"{'a': 0.01, 'e': 0.05688801239885743}",30,13,18.10378915340807,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
310,False,"{'a': 0.01, 'e': 0.05679618342470648}",20,0,18.18082537654985,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
311,False,"{'a': 0.01, 'e': 0.05670479771237427}",25,0,35.6707139304479,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
312,False,"{'a': 0.01, 'e': 0.05661385170722978}",20,10,10.119797388052177,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
313,False,"{'a': 0.01, 'e': 0.05652334189442215}",25,7,16.776737036271783,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
314,False,"{'a': 0.01, 'e': 0.05643326479831003}",25,0,13.910739784237036,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
315,False,"{'a': 0.01, 'e': 0.0563436169819011}",30,13,29.593056452020047,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
316,False,"{'a': 0.01, 'e': 0.0562543950463012}",20,0,13.725481246543573,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
317,False,"{'a': 0.01, 'e': 0.05616559563017304}",25,0,14.417915813254634,"{0: 23, 1: 1, 2: 1, 3: 0, 4: 0}",0
318,False,"{'a': 0.01, 'e': 0.056077215409204434}",25,14,19.776094381366757,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
319,False,"{'a': 0.01, 'e': 0.05598925109558543}",20,0,28.663460114908837,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
320,False,"{'a': 0.01, 'e': 0.05590169943749474}",25,0,35.430256142699356,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
321,False,"{'a': 0.01, 'e': 0.05581455721859476}",25,1,32.59693339193986,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
322,False,"{'a': 0.01, 'e': 0.05572782125753528}",25,0,14.70690593868288,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
323,False,"{'a': 0.01, 'e': 0.055641488407465724}",20,13,9.992545226450556,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
324,False,"{'a': 0.01, 'e': 0.05555555555555555}",20,0,30.09605617523094,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
325,False,"{'a': 0.01, 'e': 0.05547001962252291}",25,16,12.69643118782856,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
326,False,"{'a': 0.01, 'e': 0.05538487756217113}",25,13,8.860692038585047,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
327,False,"{'a': 0.01, 'e': 0.0553001263609331}",20,3,27.346854136215196,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
328,False,"{'a': 0.01, 'e': 0.05521576303742327}",20,14,11.94721648310523,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
329,False,"{'a': 0.01, 'e': 0.055131784641997125}",20,1,33.446993405721564,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
330,False,"{'a': 0.01, 'e': 0.055048188256318034}",20,6,23.17030705747694,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
331,False,"{'a': 0.01, 'e': 0.05496497099293127}",25,0,15.565665784998005,"{0: 24, 1: 0, 2: 0, 3: 1, 4: 0}",0
332,False,"{'a': 0.01, 'e': 0.05488212999484517}",35,2,3.8680392461847832,"{0: 32, 1: 0, 2: 0, 3: 0, 4: 1}",1
333,False,"{'a': 0.01, 'e': 0.0547996624351191}",25,16,3.78273574562627,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
334,False,"{'a': 0.01, 'e': 0.054717565516458275}",20,15,8.614702188119308,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
335,False,"{'a': 0.01, 'e': 0.05463583647081531}",25,0,38.96558274735821,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
336,False,"{'a': 0.01, 'e': 0.0545544725589981}",20,5,-1.1222383923960972,"{0: 13, 1: 0, 2: 2, 3: 0, 4: 0}",1
337,False,"{'a': 0.01, 'e': 0.05447347107028433}",20,6,26.344832990915833,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
338,False,"{'a': 0.01, 'e': 0.05439282932204212}",25,8,29.306977248136825,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
339,False,"{'a': 0.01, 'e': 0.054312544659356844}",20,0,33.391460762308114,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
340,False,"{'a': 0.01, 'e': 0.05423261445466404}",20,3,17.513240142180823,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
341,False,"{'a': 0.01, 'e': 0.05415303610738823}",30,9,34.85089346566233,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 0}",1
342,False,"{'a': 0.01, 'e': 0.05407380704358752}",25,7,30.814389292821343,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
343,False,"{'a': 0.01, 'e': 0.05399492471560388}",30,0,19.548968306905135,"{0: 29, 1: 0, 2: 0, 3: 1, 4: 0}",1
344,False,"{'a': 0.01, 'e': 0.053916386601719206}",35,6,33.06515159402937,"{0: 28, 1: 0, 2: 1, 3: 0, 4: 0}",1
345,False,"{'a': 0.01, 'e': 0.05383819020581655}",35,23,22.36626352602216,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
346,False,"{'a': 0.01, 'e': 0.053760333057047034}",25,4,20.633149697007124,"{0: 20, 1: 0, 2: 1, 3: 0, 4: 0}",1
347,False,"{'a': 0.01, 'e': 0.0536828127095019}",25,7,14.098221304307492,"{0: 17, 1: 0, 2: 0, 3: 1, 4: 0}",1
348,False,"{'a': 0.01, 'e': 0.05360562674188974}",20,7,21.630622364047632,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
349,False,"{'a': 0.01, 'e': 0.05352877275721892}",20,10,6.597963480093396,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
350,False,"{'a': 0.01, 'e': 0.05345224838248487}",20,0,21.1701967387898,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
351,False,"{'a': 0.01, 'e': 0.05337605126836238}",20,0,24.335071464279835,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
352,False,"{'a': 0.01, 'e': 0.053300179088902604}",25,15,17.0496704855309,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
353,False,"{'a': 0.01, 'e': 0.05322462954123495}",20,2,29.92219292505262,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
354,False,"{'a': 0.01, 'e': 0.05314940034527339}",20,0,15.884192281310991,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",0
355,False,"{'a': 0.01, 'e': 0.053074489243427524}",30,24,7.69714524461481,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
356,False,"{'a': 0.01, 'e': 0.052999894000318}",25,0,39.38750753919428,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
357,False,"{'a': 0.01, 'e': 0.05292561240249631}",20,0,29.020237543039098,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
358,False,"{'a': 0.01, 'e': 0.05285164225816899}",20,0,26.02907128383948,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
359,False,"{'a': 0.01, 'e': 0.05277798139692595}",20,3,25.69523855698492,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
360,False,"{'a': 0.01, 'e': 0.05270462766947299}",20,0,21.82960733195947,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
361,False,"{'a': 0.01, 'e': 0.05263157894736842}",20,0,23.557116722550624,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
362,False,"{'a': 0.01, 'e': 0.052558833122763673}",20,6,22.579538095713612,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
363,False,"{'a': 0.01, 'e': 0.0524863881081478}",25,0,44.27977804069699,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
364,False,"{'a': 0.01, 'e': 0.052414241836095915}",20,13,13.02874959599865,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
365,False,"{'a': 0.01, 'e': 0.052342392259021375}",20,0,33.2165581163677,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
366,False,"{'a': 0.01, 'e': 0.05227083734893167}",30,3,43.23403896143187,"{0: 27, 1: 0, 2: 0, 3: 0, 4: 0}",1
367,False,"{'a': 0.01, 'e': 0.052199575097188054}",20,0,28.106447604696957,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
368,False,"{'a': 0.01, 'e': 0.05212860351426869}",25,18,9.088128089700591,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
